Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c000evx5,A,"Saturday, January 26, 2013 15:41:16 UTC",39.7489,77.3028,4.8,35.30,34,"southern Xinjiang, China"
nc,71929161,3,"Saturday, January 26, 2013 15:22:49 UTC",36.0755,-120.6473,1.1,2.00,34,"Central California"
nc,71929156,0,"Saturday, January 26, 2013 15:10:53 UTC",38.8378,-122.8487,1.4,1.30,21,"Northern California"
us,c000evwx,5,"Saturday, January 26, 2013 15:10:51 UTC",38.2948,46.8144,4.8,18.40,35,"northwestern Iran"
uw,60497617,3,"Saturday, January 26, 2013 15:10:00 UTC",47.8815,-121.6528,1.7,8.80,31,"Washington"
nn,00400963,9,"Saturday, January 26, 2013 15:08:21 UTC",38.5208,-119.3996,1.4,1.10, 9,"Central California"
nn,00400962,9,"Saturday, January 26, 2013 14:34:28 UTC",38.5146,-119.4199,1.2,4.00, 8,"Central California"
ak,10645400,1,"Saturday, January 26, 2013 14:32:26 UTC",62.3487,-149.0410,1.8,13.50, 9,"Central Alaska"
ci,15277745,0,"Saturday, January 26, 2013 14:11:24 UTC",33.3773,-116.8410,1.1,9.50,51,"Southern California"
ci,15277737,0,"Saturday, January 26, 2013 14:04:25 UTC",35.4860,-118.2897,1.6,8.20,25,"Central California"
ci,15277729,0,"Saturday, January 26, 2013 14:02:40 UTC",36.0778,-117.8785,2.3,0.40,24,"Central California"
ci,15277713,0,"Saturday, January 26, 2013 14:00:34 UTC",32.5807,-115.7012,1.6,8.90,25,"Baja California, Mexico"
ak,10645390,1,"Saturday, January 26, 2013 13:23:57 UTC",62.0858,-145.1873,1.9,9.10,11,"Central Alaska"
nc,71929141,5,"Saturday, January 26, 2013 13:10:38 UTC",39.8178,-123.6297,3.5,7.30,25,"Northern California"
ci,15277697,0,"Saturday, January 26, 2013 12:52:13 UTC",34.0417,-117.2505,1.3,19.90,68,"Greater Los Angeles area, California"
nc,71929131,2,"Saturday, January 26, 2013 12:46:43 UTC",38.8170,-122.8157,1.9,2.50,36,"Northern California"
nc,71929126,1,"Saturday, January 26, 2013 12:46:43 UTC",38.8168,-122.8152,2.0,2.70,35,"Northern California"
nc,71929121,0,"Saturday, January 26, 2013 12:34:08 UTC",38.8205,-122.7635,1.0,2.40,18,"Northern California"
nc,71929106,2,"Saturday, January 26, 2013 12:10:44 UTC",35.5607,-120.8107,1.4,4.80,52,"Central California"
ak,10645373,1,"Saturday, January 26, 2013 11:51:59 UTC",63.2206,-147.1090,1.7,1.00, 9,"Central Alaska"
ak,10645366,1,"Saturday, January 26, 2013 11:32:45 UTC",59.4485,-153.5812,3.1,131.40,50,"Southern Alaska"
nc,71929081,3,"Saturday, January 26, 2013 11:23:30 UTC",38.8063,-122.7975,2.0,3.40,52,"Northern California"
ci,15277673,0,"Saturday, January 26, 2013 11:17:49 UTC",32.6072,-115.6902,1.4,11.80,21,"Baja California, Mexico"
ak,10645358,1,"Saturday, January 26, 2013 11:15:04 UTC",63.3318,-144.6958,1.4,13.80, 6,"Central Alaska"
ak,10645355,1,"Saturday, January 26, 2013 11:12:30 UTC",60.3764,-152.1975,2.4,117.70,17,"Southern Alaska"
ci,15277665,0,"Saturday, January 26, 2013 11:12:21 UTC",34.8777,-120.3227,1.8,0.70,13,"Central California"
us,c000evw5,6,"Saturday, January 26, 2013 11:01:41 UTC",-6.1335,149.8114,4.9,41.30,65,"New Britain region, Papua New Guinea"
ci,15277657,0,"Saturday, January 26, 2013 10:48:29 UTC",32.4860,-115.5793,1.5,9.60,15,"Baja California, Mexico"
ci,15277649,0,"Saturday, January 26, 2013 10:33:58 UTC",34.1245,-117.4122,1.2,5.80,54,"Greater Los Angeles area, California"
ak,10645348,1,"Saturday, January 26, 2013 10:19:00 UTC",63.3213,-145.2150,1.6,0.00, 8,"Central Alaska"
hv,60458951,1,"Saturday, January 26, 2013 10:12:19 UTC",19.3815,-155.2430,1.8,2.10,11,"Island of Hawaii, Hawaii"
hv,60458946,1,"Saturday, January 26, 2013 10:12:06 UTC",19.3770,-155.2420,1.7,2.50,16,"Island of Hawaii, Hawaii"
hv,60458941,1,"Saturday, January 26, 2013 10:11:59 UTC",19.3768,-155.2388,1.8,3.20,10,"Island of Hawaii, Hawaii"
hv,60458936,2,"Saturday, January 26, 2013 10:11:03 UTC",19.3783,-155.2393,2.1,2.20,14,"Island of Hawaii, Hawaii"
hv,60458931,2,"Saturday, January 26, 2013 10:08:41 UTC",19.3818,-155.2363,2.9,0.10,25,"Island of Hawaii, Hawaii"
hv,60458926,5,"Saturday, January 26, 2013 10:08:33 UTC",19.3780,-155.2417,2.1,2.70,36,"Island of Hawaii, Hawaii"
uw,60497597,3,"Saturday, January 26, 2013 10:06:52 UTC",48.2052,-121.7630,1.8,9.60,27,"Washington"
ak,10645333,1,"Saturday, January 26, 2013 10:06:44 UTC",63.9433,-149.0765,1.5,0.00, 9,"Central Alaska"
ak,10645329,1,"Saturday, January 26, 2013 09:57:17 UTC",60.0108,-152.7333,2.6,95.00,30,"Southern Alaska"
nn,00400957,9,"Saturday, January 26, 2013 09:44:06 UTC",38.5611,-119.6157,1.3,12.00, 4,"Northern California"
nn,00400956,9,"Saturday, January 26, 2013 09:39:03 UTC",38.1593,-118.0075,1.4,4.10,11,"Nevada"
us,c000evvj,6,"Saturday, January 26, 2013 09:36:41 UTC",13.1058,-89.2238,4.5,76.50,60,"offshore El Salvador"
nm,012613a,A,"Saturday, January 26, 2013 09:34:11 UTC",35.2596,-92.3338,2.0,6.90,15,"Arkansas"
nc,71929041,0,"Saturday, January 26, 2013 09:13:51 UTC",38.8077,-122.7797,1.2,2.20,21,"Northern California"
hv,60458881,2,"Saturday, January 26, 2013 09:09:42 UTC",19.3872,-155.2822,2.4,3.10,25,"Island of Hawaii, Hawaii"
ak,10645321,1,"Saturday, January 26, 2013 08:53:37 UTC",65.9677,-150.3247,1.6,0.00, 8,"northern Alaska"
ak,10645315,1,"Saturday, January 26, 2013 08:12:52 UTC",63.5410,-147.3036,1.8,0.20,18,"Central Alaska"
ak,10645306,1,"Saturday, January 26, 2013 07:41:19 UTC",61.6783,-149.6409,2.0,39.20,24,"Southern Alaska"
ak,10645305,1,"Saturday, January 26, 2013 07:40:46 UTC",60.4754,-141.2440,1.8,19.90,10,"Southern Alaska"
uu,60011482,4,"Saturday, January 26, 2013 07:27:35 UTC",39.6257,-111.1457,1.7,0.20,24,"Utah"
ci,15277625,0,"Saturday, January 26, 2013 07:21:24 UTC",33.7777,-116.1615,1.3,6.30,60,"Southern California"
ci,15277617,0,"Saturday, January 26, 2013 06:17:50 UTC",32.6210,-115.7193,2.0,8.10,39,"Baja California, Mexico"
nc,71929011,1,"Saturday, January 26, 2013 06:12:45 UTC",38.8375,-122.8482,1.7,1.50,26,"Northern California"
ci,15277609,0,"Saturday, January 26, 2013 06:00:21 UTC",33.0210,-116.5310,1.2,16.30,26,"Southern California"
ci,15277601,0,"Saturday, January 26, 2013 05:48:37 UTC",33.3815,-116.7928,1.0,6.80,30,"Southern California"
nn,00400954,9,"Saturday, January 26, 2013 05:42:18 UTC",38.5484,-119.6269,1.0,8.50, 7,"Northern California"
ak,10645287,2,"Saturday, January 26, 2013 05:28:45 UTC",61.6291,-151.5557,3.4,76.50,75,"Southern Alaska"
us,c000evua,8,"Saturday, January 26, 2013 05:16:01 UTC",34.5712,24.0953,4.3,10.00,71,"Crete, Greece"
hv,60458721,1,"Saturday, January 26, 2013 05:12:55 UTC",19.2875,-155.4388,1.8,0.00,15,"Island of Hawaii, Hawaii"
pr,13026000,0,"Saturday, January 26, 2013 04:58:39 UTC",18.9839,-66.2009,3.2,123.00, 5,"Puerto Rico region"
hv,60458711,1,"Saturday, January 26, 2013 04:40:24 UTC",19.6533,-155.6588,1.9,15.20,30,"Island of Hawaii, Hawaii"
ak,10645273,1,"Saturday, January 26, 2013 03:40:28 UTC",63.3845,-151.1431,2.7,1.30,28,"Central Alaska"
nc,71928976,2,"Saturday, January 26, 2013 03:26:40 UTC",37.5582,-121.8288,1.0,8.30,11,"San Francisco Bay area, California"
nc,71928971,2,"Saturday, January 26, 2013 03:18:27 UTC",38.7387,-122.9753,1.1,3.90,10,"Northern California"
ci,15277585,0,"Saturday, January 26, 2013 02:56:37 UTC",33.7785,-116.1608,1.1,6.30,50,"Southern California"
uu,60011457,4,"Saturday, January 26, 2013 02:44:00 UTC",44.3487,-110.6758,1.5,3.60,15,"Yellowstone National Park, Wyoming"
uu,60011452,2,"Saturday, January 26, 2013 02:38:04 UTC",44.3498,-110.6752,1.3,3.40,13,"Yellowstone National Park, Wyoming"
nc,71928936,2,"Saturday, January 26, 2013 02:34:42 UTC",37.5202,-118.6663,1.2,13.90,30,"Central California"
nc,71928921,4,"Saturday, January 26, 2013 02:25:01 UTC",37.5577,-121.8278,1.4,8.30,28,"San Francisco Bay area, California"
nc,71928916,5,"Saturday, January 26, 2013 02:12:12 UTC",37.3537,-121.7203,2.2,6.20,86,"San Francisco Bay area, California"
nc,71928911,1,"Saturday, January 26, 2013 02:03:29 UTC",40.5313,-122.2515,2.9,30.60,20,"Northern California"
ak,10645157,1,"Saturday, January 26, 2013 01:29:23 UTC",63.3364,-145.2057,1.5,0.00,10,"Central Alaska"
ak,10645156,1,"Saturday, January 26, 2013 01:24:18 UTC",60.2413,-152.2024,1.4,51.20,10,"Southern Alaska"
ak,10645139,1,"Saturday, January 26, 2013 01:11:51 UTC",63.3625,-145.3227,3.2,0.30,37,"Central Alaska"
nc,71928871,0,"Saturday, January 26, 2013 01:04:42 UTC",38.8145,-122.8152,1.1,2.60,15,"Northern California"
nc,71928861,1,"Saturday, January 26, 2013 00:59:17 UTC",37.8828,-122.2272,1.8,7.90,41,"San Francisco Bay area, California"
ci,15277545,0,"Saturday, January 26, 2013 00:55:01 UTC",33.7778,-116.1613,1.4,6.10,62,"Southern California"
nn,00400946,9,"Saturday, January 26, 2013 00:45:25 UTC",40.0897,-119.6555,1.0,12.70,11,"Nevada"
ak,10644925,1,"Saturday, January 26, 2013 00:18:08 UTC",65.0142,-147.3400,1.6,12.40, 8,"northern Alaska"
ak,10644924,2,"Saturday, January 26, 2013 00:03:40 UTC",51.1302,179.3504,2.9,11.10, 9,"Rat Islands, Aleutian Islands, Alaska"
nc,71928836,1,"Friday, January 25, 2013 23:50:54 UTC",38.8372,-122.8490,1.4,1.40,25,"Northern California"
us,c000evr6,7,"Friday, January 25, 2013 23:37:01 UTC",-23.6541,43.5530,5.3,14.00,217,"Madagascar"
nc,71928831,2,"Friday, January 25, 2013 23:31:40 UTC",38.0557,-118.9470,1.3,0.10,22,"Central California"
nc,71928816,0,"Friday, January 25, 2013 23:04:48 UTC",38.8353,-122.7837,1.2,2.30,19,"Northern California"
us,c000evqn,4,"Friday, January 25, 2013 22:40:56 UTC",9.4380,126.0995,4.7,83.70,51,"Mindanao, Philippines"
ak,10644904,1,"Friday, January 25, 2013 22:38:10 UTC",58.2593,-155.1220,1.5,1.90, 5,"Alaska Peninsula"
nc,71928796,2,"Friday, January 25, 2013 22:33:47 UTC",36.0785,-120.6430,1.1,2.20,20,"Central California"
ci,15277513,2,"Friday, January 25, 2013 22:21:56 UTC",33.7802,-116.1640,2.0,6.60,94,"Southern California"
uw,60497447,1,"Friday, January 25, 2013 22:13:02 UTC",49.4560,-120.4995,2.4,0.00,12,"British Columbia, Canada"
ak,10644890,1,"Friday, January 25, 2013 22:11:55 UTC",63.2658,-151.3385,1.3,16.10, 4,"Central Alaska"
nc,71928766,2,"Friday, January 25, 2013 22:05:53 UTC",37.3235,-122.1078,1.4,0.00,12,"San Francisco Bay area, California"
nn,00400936,9,"Friday, January 25, 2013 22:05:49 UTC",38.5611,-119.6157,1.0,8.00, 9,"Northern California"
ak,10644876,1,"Friday, January 25, 2013 21:44:57 UTC",62.8756,-148.1345,1.0,56.70, 5,"Central Alaska"
ak,10644865,1,"Friday, January 25, 2013 21:31:50 UTC",63.5667,-150.7873,1.8,4.80, 9,"Central Alaska"
mb,13930962,2,"Friday, January 25, 2013 21:14:36 UTC",47.4443,-116.0146,1.9,2.00,21,"northern Idaho"
nc,71928756,0,"Friday, January 25, 2013 21:10:25 UTC",38.7558,-122.7395,1.0,3.80, 7,"Northern California"
us,c000evlt,4,"Friday, January 25, 2013 21:08:43 UTC",38.4261,73.3574,4.2,118.50,22,"Tajikistan"
nc,71928746,5,"Friday, January 25, 2013 20:53:18 UTC",40.3295,-124.6727,2.6,25.40,42,"offshore Northern California"
ak,10644843,1,"Friday, January 25, 2013 20:31:03 UTC",60.6546,-150.9223,1.9,15.70,10,"Kenai Peninsula, Alaska"
pr,13025004,0,"Friday, January 25, 2013 20:25:04 UTC",19.4892,-65.5002,3.3,87.00,10,"Puerto Rico region"
ak,10644838,1,"Friday, January 25, 2013 20:23:26 UTC",61.9375,-148.2923,2.0,23.50,15,"Southern Alaska"
nc,71928716,1,"Friday, January 25, 2013 19:55:28 UTC",38.8350,-122.7722,1.7,2.70,30,"Northern California"
us,c000evi7,A,"Friday, January 25, 2013 19:53:28 UTC",-24.1408,-65.3074,5.1,41.90,154,"Jujuy, Argentina"
us,c000evhf,D,"Friday, January 25, 2013 19:43:03 UTC",49.7278,155.6950,4.9,62.70,222,"Kuril Islands"
nc,71928696,2,"Friday, January 25, 2013 19:12:35 UTC",36.5573,-121.0743,1.0,7.20,12,"Central California"
us,c000evg1,4,"Friday, January 25, 2013 18:52:26 UTC",43.3369,18.7652,4.2,11.00,56,"Bosnia and Herzegovina"
nc,71928686,3,"Friday, January 25, 2013 18:51:53 UTC",36.0028,-120.5617,2.0,4.40,76,"Central California"
uw,60497417,1,"Friday, January 25, 2013 18:35:04 UTC",47.1993,-121.8933,1.5,8.10,33,"Washington"
ci,15277457,4,"Friday, January 25, 2013 18:23:06 UTC",34.6292,-117.2993,1.2,0.00,22,"Southern California"
ci,15277449,2,"Friday, January 25, 2013 18:08:35 UTC",34.6760,-116.3478,1.8,3.70,45,"Southern California"
us,c000evei,6,"Friday, January 25, 2013 17:46:18 UTC",29.3787,132.1969,4.8,9.70,105,"southeast of Shikoku, Japan"
nc,71928651,8,"Friday, January 25, 2013 17:38:58 UTC",38.2393,-122.0590,2.9,8.30,151,"Northern California"
ak,10644754,1,"Friday, January 25, 2013 17:20:59 UTC",61.5897,-150.3616,1.9,48.90,18,"Southern Alaska"
nc,71928641,0,"Friday, January 25, 2013 17:00:48 UTC",38.8185,-122.8185,1.2,2.80,24,"Northern California"
ci,15277441,2,"Friday, January 25, 2013 16:57:09 UTC",34.6292,-117.2953,1.2,2.90,27,"Southern California"
ci,15277433,2,"Friday, January 25, 2013 16:48:02 UTC",32.9878,-116.2218,1.7,9.20,80,"Southern California"
nc,71928626,1,"Friday, January 25, 2013 16:34:25 UTC",38.8175,-122.8183,1.6,2.80,32,"Northern California"
nc,71928616,5,"Friday, January 25, 2013 16:10:58 UTC",36.0012,-120.5598,2.8,5.00,91,"Central California"
ak,10644734,1,"Friday, January 25, 2013 15:53:53 UTC",62.1888,-151.1625,1.8,84.30,17,"Central Alaska"
ak,10644730,1,"Friday, January 25, 2013 15:48:19 UTC",62.1963,-149.4614,1.7,9.60,11,"Central Alaska"
uu,60011387,4,"Friday, January 25, 2013 15:44:37 UTC",37.4665,-112.2768,2.3,17.00,17,"Utah"
nn,00400893,9,"Friday, January 25, 2013 15:22:16 UTC",38.1574,-118.0231,1.5,0.00,18,"Nevada"
nn,00400891,9,"Friday, January 25, 2013 15:20:29 UTC",38.1510,-118.0252,1.9,5.70,15,"Nevada"
nc,71928591,2,"Friday, January 25, 2013 15:19:27 UTC",37.4752,-118.8403,1.5,6.00,38,"Central California"
nn,00400886,9,"Friday, January 25, 2013 15:04:05 UTC",38.1571,-118.0315,1.4,0.00,10,"Nevada"
us,c000evax,8,"Friday, January 25, 2013 14:48:18 UTC",44.2804,10.5269,5.0,4.80,65,"northern Italy"
nc,71928566,3,"Friday, January 25, 2013 14:26:41 UTC",36.2408,-120.7948,1.2,6.50,19,"Central California"
ak,10644704,2,"Friday, January 25, 2013 14:22:08 UTC",60.1313,-153.1208,3.6,138.20,96,"Southern Alaska"
mb,13580113,2,"Friday, January 25, 2013 14:19:19 UTC",47.7295,-113.6868,1.3,9.80,15,"western Montana"
nc,71928556,1,"Friday, January 25, 2013 14:13:34 UTC",38.8248,-122.7908,1.1,3.30,25,"Northern California"
uu,60011377,2,"Friday, January 25, 2013 14:02:47 UTC",37.4637,-112.2798,1.2,13.90, 9,"Utah"
uu,60011372,4,"Friday, January 25, 2013 13:57:59 UTC",37.4687,-112.2757,1.7,15.90,16,"Utah"
uu,60011367,2,"Friday, January 25, 2013 13:56:28 UTC",37.4712,-112.2863,1.5,15.20,17,"Utah"
nc,71928536,0,"Friday, January 25, 2013 13:36:57 UTC",38.8128,-122.7842,1.2,1.70,20,"Northern California"
ak,10644694,2,"Friday, January 25, 2013 13:36:29 UTC",55.9029,-135.2982,3.5,10.00,19,"off the coast of Southeastern Alaska"
ak,10644686,1,"Friday, January 25, 2013 13:22:32 UTC",61.3620,-146.6503,2.5,19.70,32,"Southern Alaska"
uw,60497397,1,"Friday, January 25, 2013 13:18:04 UTC",47.8385,-122.2878,1.6,26.80,29,"Seattle-Tacoma urban area, Washington"
nc,71928531,0,"Friday, January 25, 2013 13:09:25 UTC",38.7792,-122.7532,1.1,2.00,20,"Northern California"
ak,10644683,1,"Friday, January 25, 2013 12:55:22 UTC",60.7766,-145.7255,1.8,57.10, 4,"Southern Alaska"
hv,60458386,5,"Friday, January 25, 2013 12:53:14 UTC",20.3130,-155.5697,2.3,37.20,43,"Hawaii region, Hawaii"
nn,00400879,9,"Friday, January 25, 2013 12:51:38 UTC",37.5377,-117.6049,1.3,10.00,11,"Nevada"
ak,10644667,2,"Friday, January 25, 2013 12:19:17 UTC",53.9156,-164.9646,2.1,34.20,12,"Unimak Island region, Alaska"
nc,71928526,2,"Friday, January 25, 2013 12:13:21 UTC",37.4817,-118.3855,1.8,9.60,26,"Central California"
us,c000ev9v,6,"Friday, January 25, 2013 12:11:24 UTC",31.7629,50.9462,5.1,10.00,138,"western Iran"
ak,10644662,1,"Friday, January 25, 2013 12:05:00 UTC",63.3898,-151.7756,1.8,6.60,11,"Central Alaska"
nc,71928511,3,"Friday, January 25, 2013 11:50:19 UTC",36.4688,-120.9468,2.6,10.20,76,"Central California"
uu,60011362,3,"Friday, January 25, 2013 11:26:07 UTC",44.4458,-110.9922,1.5,4.50, 8,"Yellowstone National Park, Wyoming"
ak,10644656,1,"Friday, January 25, 2013 11:09:46 UTC",62.0429,-145.1273,1.7,17.90, 6,"Central Alaska"
hv,60458356,1,"Friday, January 25, 2013 10:37:11 UTC",19.4585,-155.8743,1.8,16.50,10,"Island of Hawaii, Hawaii"
nc,71928481,2,"Friday, January 25, 2013 10:00:09 UTC",37.4705,-118.8413,1.1,6.60,33,"Central California"
ak,10644647,1,"Friday, January 25, 2013 09:49:09 UTC",64.5271,-149.3148,1.0,12.80, 4,"Central Alaska"
nc,71928471,0,"Friday, January 25, 2013 09:43:45 UTC",36.6292,-121.0413,1.1,21.40, 9,"Central California"
nc,71928466,1,"Friday, January 25, 2013 09:35:38 UTC",38.3165,-122.3948,2.0,10.20,23,"Northern California"
ak,10644636,1,"Friday, January 25, 2013 09:21:30 UTC",61.4820,-151.8816,1.9,3.10,19,"Southern Alaska"
uw,60497387,3,"Friday, January 25, 2013 09:11:56 UTC",48.4293,-122.5535,3.4,22.50,89,"San Juan Islands region, Washington"
nc,71928451,2,"Friday, January 25, 2013 09:11:20 UTC",40.2797,-121.0592,1.6,5.30,16,"Northern California"
uw,60497382,3,"Friday, January 25, 2013 08:58:33 UTC",44.4655,-124.6073,2.9,40.00,20,"offshore Oregon"
nc,71928446,2,"Friday, January 25, 2013 08:24:03 UTC",37.4715,-118.8410,1.0,6.30,24,"Central California"
ak,10644624,1,"Friday, January 25, 2013 08:17:30 UTC",63.3945,-150.1124,1.8,0.70,16,"Central Alaska"
nn,00400866,9,"Friday, January 25, 2013 08:16:27 UTC",38.5611,-119.6157,1.5,8.00, 8,"Northern California"
ak,10644625,2,"Friday, January 25, 2013 08:15:17 UTC",52.5805,-169.6091,3.1,9.60,15,"Fox Islands, Aleutian Islands, Alaska"
pr,13025003,0,"Friday, January 25, 2013 07:49:08 UTC",19.5454,-64.5783,3.2,83.00, 5,"Virgin Islands region"
nc,71928416,0,"Friday, January 25, 2013 07:19:39 UTC",38.7677,-122.7418,1.1,2.00, 9,"Northern California"
us,c000ev85,8,"Friday, January 25, 2013 07:01:19 UTC",31.9131,-94.4263,4.1,5.00,35,"eastern Texas"
uu,60011352,2,"Friday, January 25, 2013 06:53:23 UTC",42.0903,-112.4565,1.4,8.30,20,"southern Idaho"
ak,10644613,1,"Friday, January 25, 2013 06:49:23 UTC",63.2671,-151.2298,1.4,16.70, 6,"Central Alaska"
pr,13025002,0,"Friday, January 25, 2013 06:47:40 UTC",18.2259,-66.9749,1.9,28.00, 3,"Puerto Rico"
nc,71928401,3,"Friday, January 25, 2013 06:44:31 UTC",40.3787,-124.5460,2.2,24.70,22,"offshore Northern California"
us,c000ev83,5,"Friday, January 25, 2013 06:40:55 UTC",9.5960,-83.9640,3.6,8.30, 7,"Costa Rica"
nn,00400863,9,"Friday, January 25, 2013 06:39:40 UTC",38.5443,-119.6180,1.4,11.10,11,"Northern California"
ak,10644604,1,"Friday, January 25, 2013 06:37:23 UTC",60.8392,-151.4271,1.6,26.00,17,"Kenai Peninsula, Alaska"
ci,15277377,0,"Friday, January 25, 2013 06:35:22 UTC",32.7865,-116.6417,1.7,17.80,72,"Southern California"
uu,60011347,3,"Friday, January 25, 2013 06:21:19 UTC",37.7387,-113.0528,1.2,2.70,10,"Utah"
ak,10644599,1,"Friday, January 25, 2013 06:19:30 UTC",63.9972,-149.1481,1.5,154.50, 9,"Central Alaska"
nc,71928391,0,"Friday, January 25, 2013 06:17:28 UTC",37.0762,-121.4940,1.2,8.40,15,"Northern California"
pr,13025001,0,"Friday, January 25, 2013 06:12:17 UTC",18.1459,-64.7171,2.7,127.00, 8,"Virgin Islands region"
ci,15277369,0,"Friday, January 25, 2013 06:10:26 UTC",33.9553,-116.8632,1.4,6.50,72,"Southern California"
ak,10644590,1,"Friday, January 25, 2013 06:05:26 UTC",61.1097,-146.9942,1.7,17.30, 5,"Southern Alaska"
ci,15277361,2,"Friday, January 25, 2013 05:59:27 UTC",33.9550,-116.8607,1.1,7.70,66,"Southern California"
ak,10644586,1,"Friday, January 25, 2013 05:58:40 UTC",61.7877,-149.5605,1.5,38.50,13,"Southern Alaska"
nn,00400861,9,"Friday, January 25, 2013 05:58:33 UTC",38.5534,-119.6217,1.4,10.30,14,"Northern California"
ci,15277353,2,"Friday, January 25, 2013 05:45:03 UTC",33.3935,-116.3765,1.3,6.90,55,"Southern California"
ci,15277345,2,"Friday, January 25, 2013 05:38:42 UTC",33.6745,-116.7380,1.0,17.90,56,"Southern California"
ak,10644575,1,"Friday, January 25, 2013 05:37:25 UTC",62.8620,-150.8469,1.4,70.30, 5,"Central Alaska"
us,c000ev7m,4,"Friday, January 25, 2013 05:28:39 UTC",-55.8834,-28.1367,4.7,114.40,22,"South Sandwich Islands region"
nn,00400860,9,"Friday, January 25, 2013 05:28:20 UTC",38.5576,-119.6219,1.6,11.20,12,"Northern California"
nc,71928381,0,"Friday, January 25, 2013 05:23:09 UTC",38.5553,-119.6228,1.7,8.60,10,"Northern California"
ak,10644566,1,"Friday, January 25, 2013 05:20:21 UTC",58.2978,-151.2007,3.1,35.00,38,"Kodiak Island region, Alaska"
nc,71928376,3,"Friday, January 25, 2013 05:12:27 UTC",37.8827,-122.2317,2.0,8.30,122,"San Francisco Bay area, California"
us,c000ev7y,7,"Friday, January 25, 2013 05:00:15 UTC",4.9979,95.9604,4.5,7.00,40,"northern Sumatra, Indonesia"
nc,71928371,3,"Friday, January 25, 2013 04:50:51 UTC",38.8248,-122.8280,1.9,2.90,64,"Northern California"
nc,71928361,1,"Friday, January 25, 2013 04:43:57 UTC",38.7907,-122.7370,1.8,2.00,27,"Northern California"
pr,13025000,0,"Friday, January 25, 2013 04:34:28 UTC",18.1415,-64.0566,2.8,23.00,10,"Virgin Islands region"
ak,10644550,1,"Friday, January 25, 2013 04:33:35 UTC",57.3086,-154.8738,2.5,45.60,15,"Kodiak Island region, Alaska"
nn,00400858,9,"Friday, January 25, 2013 04:32:46 UTC",38.1496,-118.0313,1.9,6.80,13,"Nevada"
uw,60497357,3,"Friday, January 25, 2013 04:27:42 UTC",44.4572,-124.6863,2.8,35.30,19,"offshore Oregon"
nc,71928351,2,"Friday, January 25, 2013 04:24:42 UTC",40.0930,-123.7545,1.4,22.70,17,"Northern California"
nc,71928341,0,"Friday, January 25, 2013 04:13:19 UTC",38.5465,-119.6260,2.0,5.70, 9,"Northern California"
uw,60497347,2,"Friday, January 25, 2013 03:43:07 UTC",44.4613,-124.6598,3.4,36.70,15,"offshore Oregon"
nc,71928336,0,"Friday, January 25, 2013 03:35:46 UTC",38.8085,-122.8320,1.1,0.00, 9,"Northern California"
nn,00400851,9,"Friday, January 25, 2013 03:07:09 UTC",38.1574,-118.0231,1.2,0.00, 9,"Nevada"
ak,10644524,1,"Friday, January 25, 2013 02:38:25 UTC",62.9976,-149.5893,2.3,74.10,34,"Central Alaska"
hv,60458141,2,"Friday, January 25, 2013 02:30:58 UTC",19.4073,-155.2762,1.9,0.50,15,"Island of Hawaii, Hawaii"
ak,10644518,1,"Friday, January 25, 2013 02:30:32 UTC",61.3014,-150.8331,1.7,0.00,16,"Southern Alaska"
nc,71928306,0,"Friday, January 25, 2013 02:20:37 UTC",38.8248,-122.8245,1.0,2.70,20,"Northern California"
ci,15277321,2,"Friday, January 25, 2013 02:08:50 UTC",34.3052,-118.7157,1.5,10.60,22,"Greater Los Angeles area, California"
nc,71928296,3,"Friday, January 25, 2013 02:03:25 UTC",40.0942,-123.7530,1.7,22.10,29,"Northern California"
nc,71928276,2,"Friday, January 25, 2013 01:23:27 UTC",38.5473,-119.6208,2.1,7.50,14,"Northern California"
nc,71928271,2,"Friday, January 25, 2013 01:20:05 UTC",38.5535,-119.6152,2.0,9.10,12,"Northern California"
nn,00400841,9,"Friday, January 25, 2013 01:17:44 UTC",38.5475,-119.6196,1.2,10.30,12,"Northern California"
nc,71928261,3,"Friday, January 25, 2013 01:13:19 UTC",38.8267,-122.8553,2.0,2.90,61,"Northern California"
nc,71928251,3,"Friday, January 25, 2013 00:56:10 UTC",40.4820,-124.6340,2.2,20.50,22,"offshore Northern California"
nn,00400838,9,"Friday, January 25, 2013 00:46:03 UTC",38.5566,-119.6151,1.4,8.70, 9,"Northern California"
ak,10644482,1,"Friday, January 25, 2013 00:44:22 UTC",65.0080,-147.3185,1.5,3.10, 8,"northern Alaska"
uw,60497317,1,"Friday, January 25, 2013 00:41:11 UTC",44.4572,-124.6685,3.0,33.80,12,"offshore Oregon"
ak,10644477,1,"Friday, January 25, 2013 00:36:32 UTC",61.2225,-150.7766,1.5,54.90,11,"Southern Alaska"
nn,00400833,9,"Friday, January 25, 2013 00:18:54 UTC",38.1511,-118.0041,2.3,9.70,14,"Nevada"
nn,00400830,9,"Friday, January 25, 2013 00:12:53 UTC",38.1545,-118.0179,2.3,6.80,15,"Nevada"
nn,00400828,9,"Friday, January 25, 2013 00:11:41 UTC",38.5630,-119.6183,1.2,4.90, 9,"Northern California"
ak,10644461,1,"Friday, January 25, 2013 00:10:02 UTC",63.9610,-148.8304,1.8,0.70,18,"Central Alaska"
nc,71928221,0,"Friday, January 25, 2013 00:06:25 UTC",38.5490,-119.6172,1.7,10.50, 6,"Northern California"
